pool_index,token_id,literal,raw_vocab,category,component_ids,pool_source
249,15876, homeless,▁homeless,OK,"(15876,)",prefix_blank+prefix_compact+prefix_separator+suffix_blank+suffix_compact+suffix_separator
250,30567, Joomla,▁Joomla,OK,"(30567,)",prefix_blank+prefix_separator+random_blank+suffix_blank
251,29613,Russia,Russia,OK,"(29613,)",prefix_separator+random_compact
252,4623, Russia,▁Russia,OK,"(4623,)",prefix_separator+random_compact+random_separator
253,3146, iPhone,▁iPhone,OK,"(3146,)",prefix_separator+random_separator
254,24306, accidental,▁accidental,OK,"(24306,)",prefix_compact+prefix_separator+random_compact
255,12821, Alaska,▁Alaska,OK,"(12821,)",prefix_separator+random_blank+random_compact+random_separator
256,21534, cinéma,▁cinéma,OK,"(21534,)",prefix_blank+prefix_separator+random
257,16083, ethics,▁ethics,OK,"(16083,)",prefix_blank+prefix_compact+prefix_separator+random_blank+suffix_blank
258,12535, polish,▁polish,OK,"(12535,)",prefix_separator
259,23940, Chennai,▁Chennai,OK,"(23940,)",prefix_separator+random_separator
260,7004, scientists,▁scientists,OK,"(7004,)",prefix_blank+prefix_separator+suffix_blank
261,5093, Spanish,▁Spanish,OK,"(5093,)",prefix_separator+random_separator
262,10619, Delhi,▁Delhi,OK,"(10619,)",prefix_separator
263,10415,10.,10.,OK,"(10415,)",prefix_blank+prefix_separator
264,5477, 10.,▁10.,OK,"(5477,)",prefix_blank+prefix_separator
265,25577, Ethics,▁Ethics,OK,"(25577,)",prefix_blank+prefix_separator+random_blank+suffix_blank+suffix_compact+suffix_separator
266,20301, Bangkok,▁Bangkok,OK,"(20301,)",prefix_separator+random_compact+random_separator+suffix_compact
267,13692, german,▁german,OK,"(13692,)",prefix_separator
268,20017, sandwiches,▁sandwiches,OK,"(20017,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
269,671, video,▁video,OK,"(671,)",prefix_separator
270,17241,video,video,OK,"(17241,)",prefix_separator
271,9673, Atlanta,▁Atlanta,OK,"(9673,)",prefix_separator
272,28226, Tucson,▁Tucson,OK,"(28226,)",prefix_blank+prefix_separator+random_blank+random_separator
273,29467, Baldwin,▁Baldwin,OK,"(29467,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
274,28085, 1-800-,▁1-800-,OK,"(28085,)",prefix_separator
275,1755,20,20,OK,"(1755,)",prefix_separator
276,460, 20,▁20,OK,"(460,)",prefix_separator
277,17102, seafood,▁seafood,OK,"(17102,)",prefix_blank+prefix_compact+prefix_separator+suffix_blank+suffix_compact+suffix_separator
278,14736,incarc,incarc,OK,"(14736,)",prefix_separator
279,22528, Feuerwehr,▁Feuerwehr,OK,"(22528,)",prefix_separator+random_separator
280,30132, Welfare,▁Welfare,OK,"(30132,)",prefix_separator+random_blank+suffix_blank+suffix_compact+suffix_separator
281,14704, bathrooms,▁bathrooms,OK,"(14704,)",prefix_separator+random_compact+random_separator+suffix_separator
282,9520, Cancer,▁Cancer,OK,"(9520,)",prefix_separator+random+random_compact+suffix_compact+suffix_separator
283,27864, Punjab,▁Punjab,OK,"(27864,)",prefix_separator+random_separator
284,16085, journalists,▁journalists,OK,"(16085,)",prefix_compact+prefix_separator+random_compact
285,17970, McDonald,▁McDonald,OK,"(17970,)",prefix_separator+random_separator
286,30647, Johannesburg,▁Johannesburg,OK,"(30647,)",prefix_separator+random_blank+random_compact+random_separator
287,13401, Kentucky,▁Kentucky,OK,"(13401,)",prefix_blank+prefix_separator+random_blank+suffix_blank
288,5847, Michigan,▁Michigan,OK,"(5847,)",prefix_separator
289,28868, Romney,▁Romney,OK,"(28868,)",prefix_compact+prefix_separator+suffix_compact+suffix_separator
290,30283, chiropractor,▁chiropractor,OK,"(30283,)",prefix_separator
291,22849, Ukrainian,▁Ukrainian,OK,"(22849,)",prefix_separator+random_compact+random_separator
292,27598, 1936,▁1936,OK,"(27598,)",prefix_blank+prefix_separator+random_blank+random_compact
293,29373, Kolkata,▁Kolkata,OK,"(29373,)",prefix_separator+random_blank+random_separator
294,21549, chocolat,▁chocolat,OK,"(21549,)",prefix_blank+prefix_separator
295,9745, Minnesota,▁Minnesota,OK,"(9745,)",prefix_separator+random_blank+random_separator+suffix_separator
296,15365, Pizza,▁Pizza,OK,"(15365,)",prefix_separator+suffix_compact+suffix_separator
297,11558," 30,","▁30,",OK,"(11558,)",prefix_separator
298,27084, MacBook,▁MacBook,OK,"(27084,)",prefix_separator+random_separator+suffix_compact
299,9777, Massachusetts,▁Massachusetts,OK,"(9777,)",prefix_separator+random_separator
300,29609,PTSD,PTSD,OK,"(29609,)",prefix_blank+prefix_compact+random_blank+random_compact+suffix_blank
301,27445, embarrassing,▁embarrassing,OK,"(27445,)",prefix_blank+prefix_compact+random_blank+suffix_blank
302,28355, rainforest,▁rainforest,OK,"(28355,)",prefix_blank+random_blank+suffix_blank
303,13475, lyrics,▁lyrics,OK,"(13475,)",prefix_blank+prefix_compact+random_blank+random_compact+suffix_blank+suffix_compact+suffix_separator
304,6694, 1980,▁1980,OK,"(6694,)",prefix_blank+prefix_compact+random_blank
305,21677, dinosaur,▁dinosaur,OK,"(21677,)",prefix_blank+random_blank+suffix_blank
306,27327, ADHD,▁ADHD,OK,"(27327,)",prefix_blank+random_blank+suffix_blank+suffix_separator
307,17507, avocado,▁avocado,OK,"(17507,)",prefix_blank+prefix_compact+random_blank+random_separator+suffix_blank+suffix_compact+suffix_separator
308,24725, 1914,▁1914,OK,"(24725,)",prefix_blank+random_blank+suffix_blank
309,23257, volcano,▁volcano,OK,"(23257,)",prefix_blank+prefix_compact+random_blank+suffix_blank+suffix_compact
310,26883, carbohydrates,▁carbohydrates,OK,"(26883,)",prefix_blank+suffix_blank
311,27026, butterflies,▁butterflies,OK,"(27026,)",prefix_blank+random_blank+suffix_blank
312,18364, drunk,▁drunk,OK,"(18364,)",prefix_blank+random_blank+random_compact+suffix_blank+suffix_separator
313,18638, grandchildren,▁grandchildren,OK,"(18638,)",prefix_blank
314,30707, unicorn,▁unicorn,OK,"(30707,)",prefix_blank+random_blank+random_separator+suffix_blank+suffix_separator
315,22353, foreclosure,▁foreclosure,OK,"(22353,)",prefix_blank+prefix_compact+random_blank
316,17901, scientist,▁scientist,OK,"(17901,)",prefix_blank+prefix_compact+random_blank
317,21402, 1918,▁1918,OK,"(21402,)",prefix_blank+random_blank+suffix_blank
318,31526, Constanța,▁Constanța,OK,"(31526,)",prefix_blank+suffix_blank
319,31820, unrealistic,▁unrealistic,OK,"(31820,)",prefix_blank+random_blank+suffix_blank+suffix_compact
320,19545, smoothie,▁smoothie,OK,"(19545,)",prefix_blank+random_blank+suffix_blank
321,3711, chocolate,▁chocolate,OK,"(3711,)",prefix_blank+random_blank+suffix_blank
322,16787, bloggers,▁bloggers,OK,"(16787,)",prefix_blank+random_blank
323,27147,toxicity,toxicity,OK,"(27147,)",prefix_blank+prefix_compact
324,28582, diarrhea,▁diarrhea,OK,"(28582,)",prefix_blank+prefix_compact+random_blank+suffix_blank+suffix_compact
325,10247, 1950,▁1950,OK,"(10247,)",prefix_blank+suffix_blank
326,4257, vacation,▁vacation,OK,"(4257,)",prefix_blank
327,16451, Chicken,▁Chicken,OK,"(16451,)",prefix_blank+random_blank+random_compact+random_separator+suffix_blank+suffix_compact
328,9189, addiction,▁addiction,OK,"(9189,)",prefix_blank
329,14374, Orlando,▁Orlando,OK,"(14374,)",prefix_blank+random_blank+suffix_blank
330,30880, humiliat,▁humiliat,OK,"(30880,)",prefix_blank+random_blank+suffix_blank
331,30382, Saskatchewan,▁Saskatchewan,OK,"(30382,)",prefix_blank+random_blank+suffix_blank
332,16751, Montana,▁Montana,OK,"(16751,)",prefix_blank+random_blank
333,15788, disagree,▁disagree,OK,"(15788,)",prefix_blank+suffix_blank
334,15202, controversial,▁controversial,OK,"(15202,)",prefix_blank+prefix_compact+random_compact+suffix_compact
335,28644, Drupal,▁Drupal,OK,"(28644,)",prefix_blank
336,23022, jealous,▁jealous,OK,"(23022,)",prefix_blank+suffix_blank
337,29161, Vimeo,▁Vimeo,OK,"(29161,)",prefix_blank+random_blank
338,23586, superhero,▁superhero,OK,"(23586,)",prefix_blank+random_blank+random_separator+suffix_blank
339,30119, ashamed,▁ashamed,OK,"(30119,)",prefix_blank+suffix_blank
340,11217, gluten,▁gluten,OK,"(11217,)",prefix_blank+suffix_blank
341,31949, halloween,▁halloween,OK,"(31949,)",prefix_blank+random+random_blank+random_compact+random_separator+suffix_blank+suffix_compact
342,26927, simulator,▁simulator,OK,"(26927,)",prefix_blank
343,23835, bathtub,▁bathtub,OK,"(23835,)",prefix_blank+suffix_compact
344,25439, 1917,▁1917,OK,"(25439,)",prefix_blank+random_blank
345,22617, Blogger,▁Blogger,OK,"(22617,)",prefix_blank+random_blank
346,11367, roofing,▁roofing,OK,"(11367,)",prefix_blank+random_blank+suffix_blank
347,21370, Venice,▁Venice,OK,"(21370,)",prefix_blank+random_blank+suffix_blank
348,29773, embarrassed,▁embarrassed,OK,"(29773,)",prefix_blank+suffix_blank
349,29474,wikipedia,wikipedia,OK,"(29474,)",prefix_blank+random_blank
350,20526, abortion,▁abortion,OK,"(20526,)",prefix_blank+random+suffix_blank
351,31275, Bosnia,▁Bosnia,OK,"(31275,)",prefix_blank+random_blank+random_separator+suffix_blank
352,27550, sneakers,▁sneakers,OK,"(27550,)",prefix_blank+suffix_blank
353,20304, username,▁username,OK,"(20304,)",prefix_blank
354,30183,unbiased,unbiased,OK,"(30183,)",prefix_blank
355,23424, playlist,▁playlist,OK,"(23424,)",prefix_blank
356,20692, laughing,▁laughing,OK,"(20692,)",prefix_blank+random_blank+random_compact
357,27037, Blockchain,▁Blockchain,OK,"(27037,)",prefix_blank+random_blank+suffix_blank
358,13199, Harvard,▁Harvard,OK,"(13199,)",prefix_blank+random_blank+suffix_blank
359,21365, pancake,▁pancake,OK,"(21365,)",prefix_blank
360,31568, Juventus,▁Juventus,OK,"(31568,)",prefix_blank+random_blank+suffix_blank+suffix_separator
361,23826, Sheffield,▁Sheffield,OK,"(23826,)",prefix_blank+random_blank
362,11680, Vancouver,▁Vancouver,OK,"(11680,)",prefix_blank+random_blank+random_compact+suffix_blank
363,11398, ethical,▁ethical,OK,"(11398,)",prefix_blank+suffix_blank+suffix_compact+suffix_separator
364,26081, volleyball,▁volleyball,OK,"(26081,)",prefix_blank
365,14427, supermarket,▁supermarket,OK,"(14427,)",prefix_blank+suffix_blank
366,9462, României,▁României,OK,"(9462,)",prefix_blank
367,28484, 1925,▁1925,OK,"(28484,)",prefix_blank
368,22116, champagne,▁champagne,OK,"(22116,)",prefix_blank
369,25335, Tweet,▁Tweet,OK,"(25335,)",prefix_blank+random_blank
370,29593, algae,▁algae,OK,"(29593,)",prefix_blank
371,30758, Uruguay,▁Uruguay,OK,"(30758,)",prefix_blank+random_blank
372,20135, absurd,▁absurd,OK,"(20135,)",prefix_blank
373,26734, Oradea,▁Oradea,OK,"(26734,)",prefix_blank+random_blank+suffix_blank
374,3832, chicken,▁chicken,OK,"(3832,)",prefix_blank+random_blank+suffix_blank
375,31866,library,library,OK,"(31866,)",prefix_blank+random_blank
376,3595, library,▁library,OK,"(3595,)",prefix_blank
377,21166, Scientist,▁Scientist,OK,"(21166,)",prefix_blank+suffix_blank+suffix_compact
378,28617, ignorant,▁ignorant,OK,"(28617,)",prefix_blank+prefix_compact
379,28531,agriculture,agriculture,OK,"(28531,)",prefix_blank
380,11402, agriculture,▁agriculture,OK,"(11402,)",prefix_blank
381,21070, insane,▁insane,OK,"(21070,)",prefix_blank+suffix_blank
382,22951, 1956,▁1956,OK,"(22951,)",prefix_blank
383,6688, facts,▁facts,OK,"(6688,)",prefix_blank
384,23964, Stockholm,▁Stockholm,OK,"(23964,)",prefix_blank+random_blank+suffix_blank
385,15981, rentals,▁rentals,OK,"(15981,)",prefix_blank
386,29004, 1928,▁1928,OK,"(29004,)",prefix_blank
387,17946, Argentina,▁Argentina,OK,"(17946,)",prefix_blank
388,16885, Wikipedia,▁Wikipedia,OK,"(16885,)",prefix_blank+random_blank
389,26272,fluoxetine,fluoxetine,OK,"(26272,)",prefix_blank+prefix_compact
390,19519, grammar,▁grammar,OK,"(19519,)",prefix_blank
391,13200, 1985,▁1985,OK,"(13200,)",prefix_blank+random_blank+random_compact
392,19074, Nebraska,▁Nebraska,OK,"(19074,)",prefix_blank+random_blank+suffix_blank
393,29482, carnival,▁carnival,OK,"(29482,)",prefix_blank+suffix_blank+suffix_compact
394,20737, Python,▁Python,OK,"(20737,)",prefix_blank+random_blank+suffix_blank
395,26499, Merkel,▁Merkel,OK,"(26499,)",prefix_blank+random_blank+random_separator+suffix_blank
396,23267,tolerant,tolerant,OK,"(23267,)",prefix_blank+prefix_compact
397,8817, Halloween,▁Halloween,OK,"(8817,)",prefix_blank+random_blank+suffix_blank+suffix_compact+suffix_separator
398,10773, poetry,▁poetry,OK,"(10773,)",prefix_blank+random_blank+suffix_blank
399,24979, farmhouse,▁farmhouse,OK,"(24979,)",prefix_blank
400,24381, secular,▁secular,OK,"(24381,)",prefix_blank
401,22138, Ethiopia,▁Ethiopia,OK,"(22138,)",prefix_blank
402,16504, Edinburgh,▁Edinburgh,OK,"(16504,)",prefix_blank+random_blank
403,29673,shingles,shingles,OK,"(29673,)",prefix_blank+random_blank
404,18460, poems,▁poems,OK,"(18460,)",prefix_blank+suffix_blank
405,18315, 1945,▁1945,OK,"(18315,)",prefix_blank+suffix_blank
406,23853, $40,▁$40,OK,"(23853,)",prefix_blank+prefix_compact+random_blank+random_compact
407,31641, snail,▁snail,OK,"(31641,)",prefix_blank+suffix_blank
408,17743, Ranch,▁Ranch,OK,"(17743,)",prefix_blank+random_blank
409,24011, 1957,▁1957,OK,"(24011,)",prefix_blank
410,15375, taxpayer,▁taxpayer,OK,"(15375,)",prefix_blank
411,25212,millennial,millennial,OK,"(25212,)",prefix_blank
412,26946, vampire,▁vampire,OK,"(26946,)",prefix_blank+random_blank+suffix_blank+suffix_compact+suffix_separator
413,26604,Laugh,Laugh,OK,"(26604,)",prefix_blank
414,31344, Strawberry,▁Strawberry,OK,"(31344,)",prefix_blank+random_blank
415,19601, viruses,▁viruses,OK,"(19601,)",prefix_blank
416,10343, laboratory,▁laboratory,OK,"(10343,)",prefix_blank
417,22831, Serbia,▁Serbia,OK,"(22831,)",prefix_blank+random_blank
418,26365, Rwanda,▁Rwanda,OK,"(26365,)",prefix_blank+random_blank+random_compact
419,2775, 80,▁80,OK,"(2775,)",prefix_blank
420,2079,80,80,OK,"(2079,)",prefix_blank
421,13819, graduates,▁graduates,OK,"(13819,)",prefix_blank+random_blank
422,25756, Spotify,▁Spotify,OK,"(25756,)",prefix_blank+random_blank+random_separator+suffix_blank+suffix_compact+suffix_separator
423,24894, Vacation,▁Vacation,OK,"(24894,)",prefix_blank+random_blank+suffix_blank
424,25101, Ecuador,▁Ecuador,OK,"(25101,)",prefix_blank
425,28825,deutschland,deutschland,OK,"(28825,)",prefix_blank
426,17082, mathematics,▁mathematics,OK,"(17082,)",prefix_blank
427,7737, dessert,▁dessert,OK,"(7737,)",prefix_blank
428,24455, pineapple,▁pineapple,OK,"(24455,)",prefix_blank
429,24427, dimineata,▁dimineata,OK,"(24427,)",prefix_blank
430,16537, farms,▁farms,OK,"(16537,)",prefix_blank
431,23512, thriller,▁thriller,OK,"(23512,)",prefix_blank
432,15868, Rachel,▁Rachel,OK,"(15868,)",prefix_blank
433,12698, 1986,▁1986,OK,"(12698,)",prefix_blank+random_blank
434,31771, Avocado,▁Avocado,OK,"(31771,)",prefix_blank+random_blank+random_separator+suffix_blank+suffix_compact+suffix_separator
435,19128, Sibiu,▁Sibiu,OK,"(19128,)",prefix_blank+random_blank+suffix_blank
436,20855, Hillary,▁Hillary,OK,"(20855,)",prefix_blank+prefix_compact+random_separator
437,6940, workplace,▁workplace,OK,"(6940,)",prefix_blank
438,27521, 1919,▁1919,OK,"(27521,)",prefix_blank+suffix_blank
439,10050, disability,▁disability,OK,"(10050,)",prefix_blank+prefix_compact
440,25314, keto,▁keto,OK,"(25314,)",prefix_blank
441,21506, weaknesses,▁weaknesses,OK,"(21506,)",prefix_blank
442,30560,Führer,Führer,OK,"(30560,)",prefix_blank+random_blank+random_separator
443,30367, Daughter,▁Daughter,OK,"(30367,)",prefix_blank+prefix_compact+random_blank+random_compact
444,8719, laugh,▁laugh,OK,"(8719,)",prefix_blank
445,28928, Lisbon,▁Lisbon,OK,"(28928,)",prefix_blank+random_blank+random_separator+suffix_blank+suffix_separator
446,21431, $300,▁$300,OK,"(21431,)",prefix_blank+random_blank+random_compact+random_separator
447,20220, graduat,▁graduat,OK,"(20220,)",prefix_blank+random_blank+random_compact
448,9828, Yoga,▁Yoga,OK,"(9828,)",prefix_blank+suffix_blank
449,31078, raisins,▁raisins,OK,"(31078,)",prefix_blank+random_blank+suffix_blank+suffix_separator
450,24218, EVERY,▁EVERY,OK,"(24218,)",prefix_blank
451,14038, freeze,▁freeze,OK,"(14038,)",prefix_blank
452,22808,Argentin,Argentin,OK,"(22808,)",prefix_blank
453,31150, Halifax,▁Halifax,OK,"(31150,)",prefix_blank+random_blank
454,23939, 2030,▁2030,OK,"(23939,)",prefix_blank
455,12527, Switzerland,▁Switzerland,OK,"(12527,)",prefix_blank+random_blank+random_compact+random_separator+suffix_blank
456,27609,lustig,lustig,OK,"(27609,)",prefix_blank
457,29718, Mormon,▁Mormon,OK,"(29718,)",prefix_blank+suffix_blank+suffix_compact+suffix_separator
458,7470, nutrition,▁nutrition,OK,"(7470,)",prefix_blank
459,24524, laughed,▁laughed,OK,"(24524,)",prefix_blank+suffix_blank+suffix_separator
460,9987, basement,▁basement,OK,"(9987,)",prefix_blank+suffix_blank+suffix_compact
461,31267, Schokolade,▁Schokolade,OK,"(31267,)",prefix_blank+random_separator
462,28985, twentieth,▁twentieth,OK,"(28985,)",prefix_blank+random_blank
463,13446, politicians,▁politicians,OK,"(13446,)",prefix_blank+prefix_compact
464,29796, Londra,▁Londra,OK,"(29796,)",prefix_blank+random_blank
465,14389,terrorism,terrorism,OK,"(14389,)",prefix_compact
466,16793, Photoshop,▁Photoshop,OK,"(16793,)",prefix_compact+random_compact+suffix_compact
467,30242, boycott,▁boycott,OK,"(30242,)",prefix_compact+suffix_compact
468,28155, disagreement,▁disagreement,OK,"(28155,)",prefix_compact+random_compact
469,10287, terrorist,▁terrorist,OK,"(10287,)",prefix_compact+suffix_compact
470,18483, skiing,▁skiing,OK,"(18483,)",prefix_compact+random_separator+suffix_compact
471,21760, controversy,▁controversy,OK,"(21760,)",prefix_compact
472,26046, bullying,▁bullying,OK,"(26046,)",prefix_compact
473,25975,ignoring,ignoring,OK,"(25975,)",prefix_compact+random_compact
474,25280, dictator,▁dictator,OK,"(25280,)",prefix_compact
475,25071, propaganda,▁propaganda,OK,"(25071,)",prefix_compact+suffix_compact
476,14986, ignored,▁ignored,OK,"(14986,)",prefix_compact
477,10172, Islam,▁Islam,OK,"(10172,)",prefix_compact+suffix_compact
478,30791,Islam,Islam,OK,"(30791,)",prefix_compact+random_compact
479,26246, distrus,▁distrus,OK,"(26246,)",prefix_compact
480,28408, Taliban,▁Taliban,OK,"(28408,)",prefix_compact+random_compact+suffix_compact
481,29516,jihad,jihad,OK,"(29516,)",prefix_compact
482,20290,islam,islam,OK,"(20290,)",prefix_compact
483,30430, apology,▁apology,OK,"(30430,)",prefix_compact
484,7194, photographs,▁photographs,OK,"(7194,)",prefix_compact
485,16265, newspapers,▁newspapers,OK,"(16265,)",prefix_compact+random_compact
486,30332,lucrarea,lucrarea,OK,"(30332,)",prefix_compact+random_compact+suffix_compact
487,16217,avoiding,avoiding,OK,"(16217,)",prefix_compact
488,9994, journalist,▁journalist,OK,"(9994,)",prefix_compact+random
489,25244, prejudice,▁prejudice,OK,"(25244,)",prefix_compact
490,27635, disgust,▁disgust,OK,"(27635,)",prefix_compact+suffix_compact
491,16932, Muslims,▁Muslims,OK,"(16932,)",prefix_compact+suffix_compact
492,20528, migrants,▁migrants,OK,"(20528,)",prefix_compact
493,28063,misunderstanding,misunderstanding,OK,"(28063,)",prefix_compact
494,13391, veterans,▁veterans,OK,"(13391,)",prefix_compact
495,9569, poverty,▁poverty,OK,"(9569,)",prefix_compact+random_compact+suffix_compact
496,29219,wolves,wolves,OK,"(29219,)",prefix_compact
497,25553, Accident,▁Accident,OK,"(25553,)",prefix_compact+random_compact+suffix_compact
498,9888, friendship,▁friendship,OK,"(9888,)",prefix_compact
499,7759, divorce,▁divorce,OK,"(7759,)",prefix_compact
500,18500, allergies,▁allergies,OK,"(18500,)",prefix_compact+suffix_compact
501,24694, politician,▁politician,OK,"(24694,)",prefix_compact+random_compact
502,15380, Photography,▁Photography,OK,"(15380,)",prefix_compact+random_compact
503,21454, contradict,▁contradict,OK,"(21454,)",prefix_compact
504,21535,traumatic,traumatic,OK,"(21535,)",prefix_compact
505,25741, inconvenience,▁inconvenience,OK,"(25741,)",prefix_compact
506,26988, Communist,▁Communist,OK,"(26988,)",prefix_compact+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
507,22469,negotiating,negotiating,OK,"(22469,)",prefix_compact
508,13542, Afghanistan,▁Afghanistan,OK,"(13542,)",prefix_compact
509,4832, photography,▁photography,OK,"(4832,)",prefix_compact
510,29142, multicultural,▁multicultural,OK,"(29142,)",prefix_compact+random_compact
511,18045, Putin,▁Putin,OK,"(18045,)",prefix_compact+random_compact+random_separator+suffix_compact+suffix_separator
512,12490, disabilities,▁disabilities,OK,"(12490,)",prefix_compact
513,27027, terrifying,▁terrifying,OK,"(27027,)",prefix_compact
514,1874, cancer,▁cancer,OK,"(1874,)",prefix_compact
515,29452, unacceptable,▁unacceptable,OK,"(29452,)",prefix_compact
516,16723, refugees,▁refugees,OK,"(16723,)",prefix_compact
517,30720, Rettungs,▁Rettungs,OK,"(30720,)",prefix_compact+random_separator
518,22103, apologize,▁apologize,OK,"(22103,)",prefix_compact
519,26433, $250,▁$250,OK,"(26433,)",prefix_compact
520,8022, mountains,▁mountains,OK,"(8022,)",prefix_compact
521,10441, pollution,▁pollution,OK,"(10441,)",prefix_compact
522,21533, tolerate,▁tolerate,OK,"(21533,)",prefix_compact
523,26896, treadmill,▁treadmill,OK,"(26896,)",prefix_compact
524,13309, $50,▁$50,OK,"(13309,)",prefix_compact+random_compact+random_separator
525,6854, errors,▁errors,OK,"(6854,)",prefix_compact
526,10148, Muslim,▁Muslim,OK,"(10148,)",prefix_compact+random_compact+suffix_compact
527,30016,sacrificing,sacrificing,OK,"(30016,)",prefix_compact
528,24784, sadness,▁sadness,OK,"(24784,)",prefix_compact+random_compact
529,22167, livestock,▁livestock,OK,"(22167,)",prefix_compact
530,28241,inability,inability,OK,"(28241,)",prefix_compact
531,21966, Podcast,▁Podcast,OK,"(21966,)",suffix_blank+suffix_compact+suffix_separator
532,8661, podcast,▁podcast,OK,"(8661,)",suffix_blank+suffix_compact+suffix_separator
533,28789, Religious,▁Religious,OK,"(28789,)",suffix_compact+suffix_separator
534,11894, Netflix,▁Netflix,OK,"(11894,)",suffix_blank+suffix_separator
535,23053, Conservative,▁Conservative,OK,"(23053,)",random_compact+suffix_compact+suffix_separator
536,13190, Sleep,▁Sleep,OK,"(13190,)",random_separator+suffix_separator
537,28546, Kickstarter,▁Kickstarter,OK,"(28546,)",suffix_blank+suffix_compact+suffix_separator
538,10929, Football,▁Football,OK,"(10929,)",suffix_separator
539,25770, Vatican,▁Vatican,OK,"(25770,)",random_compact+suffix_compact+suffix_separator
540,8217, Linux,▁Linux,OK,"(8217,)",suffix_blank+suffix_separator
541,11337, Christians,▁Christians,OK,"(11337,)",random_separator+suffix_compact+suffix_separator
542,10743, Movie,▁Movie,OK,"(10743,)",suffix_blank+suffix_separator
543,18182, Religion,▁Religion,OK,"(18182,)",suffix_compact+suffix_separator
544,26328, Meditation,▁Meditation,OK,"(26328,)",suffix_compact+suffix_separator
545,31514, crowdfunding,▁crowdfunding,OK,"(31514,)",suffix_blank+suffix_compact+suffix_separator
546,21249, Basketball,▁Basketball,OK,"(21249,)",random+random_separator+suffix_separator
547,27855, Mozart,▁Mozart,OK,"(27855,)",suffix_blank+suffix_separator
548,30425, Sandwich,▁Sandwich,OK,"(30425,)",suffix_compact+suffix_separator
549,22307, Musical,▁Musical,OK,"(22307,)",suffix_separator
550,5081, cookies,▁cookies,OK,"(5081,)",suffix_blank+suffix_separator
551,3370, football,▁football,OK,"(3370,)",suffix_separator
552,26049, Hunger,▁Hunger,OK,"(26049,)",suffix_blank+suffix_compact+suffix_separator
553,14899, vazut,▁vazut,OK,"(14899,)",suffix_blank+suffix_separator
554,28411, Biblical,▁Biblical,OK,"(28411,)",suffix_compact+suffix_separator
555,28302, Mattress,▁Mattress,OK,"(28302,)",suffix_separator
556,10439, NFL,▁NFL,OK,"(10439,)",suffix_separator
557,27463, McCain,▁McCain,OK,"(27463,)",random_separator+suffix_compact+suffix_separator
558,14658, sandwich,▁sandwich,OK,"(14658,)",random+suffix_separator
559,31074, Cartoon,▁Cartoon,OK,"(31074,)",suffix_compact+suffix_separator
560,10257, smoking,▁smoking,OK,"(10257,)",suffix_separator
561,27873, rapper,▁rapper,OK,"(27873,)",suffix_compact+suffix_separator
562,18142, Songs,▁Songs,OK,"(18142,)",suffix_separator
563,16254, Healthcare,▁Healthcare,OK,"(16254,)",suffix_separator
564,26741, Marriage,▁Marriage,OK,"(26741,)",suffix_compact+suffix_separator
565,11896, Jews,▁Jews,OK,"(11896,)",suffix_compact+suffix_separator
566,30069, RFID,▁RFID,OK,"(30069,)",suffix_blank+suffix_separator
567,23207, MORE,▁MORE,OK,"(23207,)",suffix_separator
568,22313, NHL,▁NHL,OK,"(22313,)",suffix_separator
569,27056, Gandhi,▁Gandhi,OK,"(27056,)",suffix_blank+suffix_separator
570,6118, Disney,▁Disney,OK,"(6118,)",suffix_compact+suffix_separator
571,16285, sunlight,▁sunlight,OK,"(16285,)",random_separator+suffix_compact+suffix_separator
572,18587, Liberal,▁Liberal,OK,"(18587,)",suffix_compact+suffix_separator
573,22398, Baseball,▁Baseball,OK,"(22398,)",random_blank+random_compact+suffix_separator
574,3591, birthday,▁birthday,OK,"(3591,)",random_compact+random_separator+suffix_separator
575,9438, Dance,▁Dance,OK,"(9438,)",suffix_separator
576,27238, Coconut,▁Coconut,OK,"(27238,)",suffix_blank+suffix_separator
577,13193, Cheap,▁Cheap,OK,"(13193,)",suffix_separator
578,9023, Moon,▁Moon,OK,"(9023,)",random_blank+suffix_blank+suffix_compact+suffix_separator
579,23859, Toilet,▁Toilet,OK,"(23859,)",random+suffix_compact+suffix_separator
580,10345, Bathroom,▁Bathroom,OK,"(10345,)",suffix_compact+suffix_separator
581,9600, baseball,▁baseball,OK,"(9600,)",suffix_separator
582,1410, France,▁France,OK,"(1410,)",suffix_separator
583,10429, Coffee,▁Coffee,OK,"(10429,)",suffix_compact+suffix_separator
584,4586, impossible,▁impossible,OK,"(4586,)",suffix_blank+suffix_separator
585,18768, Lawyer,▁Lawyer,OK,"(18768,)",suffix_blank+suffix_separator
586,8114, moon,▁moon,OK,"(8114,)",suffix_blank+suffix_separator
587,31189, Shampoo,▁Shampoo,OK,"(31189,)",suffix_blank+suffix_compact+suffix_separator
588,15971, NASA,▁NASA,OK,"(15971,)",suffix_separator
589,30059, astronaut,▁astronaut,OK,"(30059,)",suffix_compact+suffix_separator
590,20338, Gay,▁Gay,OK,"(20338,)",suffix_blank+suffix_compact+suffix_separator
591,9222, Magic,▁Magic,OK,"(9222,)",suffix_separator
592,13857, Brexit,▁Brexit,OK,"(13857,)",suffix_separator
