pair_offset,source_row,inserted_count,cosine_similarity
18,751,19,0.7902079820632935
18,751,20,0.7894400954246521
18,751,21,0.7888138890266418
18,751,22,0.7881953120231628
18,751,23,0.7859805226325989
18,751,24,0.7853318452835083
18,751,25,0.7749481797218323
18,751,26,0.7713350057601929
18,751,27,0.7713358402252197
18,751,28,0.7712953686714172
18,751,29,0.7712501883506775
18,751,30,0.771187424659729
19,798,0,0.8775402307510376
19,798,1,0.8668820858001709
19,798,2,0.8826996088027954
19,798,3,0.8920037150382996
19,798,4,0.8906497359275818
19,798,5,0.8878771066665649
19,798,6,0.8843788504600525
19,798,7,0.8641160726547241
19,798,8,0.8564307689666748
19,798,9,0.8342533111572266
19,798,10,0.8301024436950684
19,798,11,0.827089250087738
19,798,12,0.8218308687210083
19,798,13,0.8210846185684204
19,798,14,0.8191189765930176
19,798,15,0.8091175556182861
19,798,16,0.8047078847885132
19,798,17,0.792739987373352
19,798,18,0.7913373708724976
19,798,19,0.7907013893127441
19,798,20,0.7902145385742188
19,798,21,0.7891971468925476
19,798,22,0.7862340211868286
19,798,23,0.7835318446159363
19,798,24,0.7836017608642578
19,798,25,0.7836552858352661
19,798,26,0.7836993932723999
19,798,27,0.7837206125259399
19,798,28,0.7837230563163757
19,798,29,0.7837132215499878
19,798,30,0.7836956977844238
20,831,0,0.8836938142776489
20,831,1,0.8776143789291382
20,831,2,0.8927809000015259
20,831,3,0.8908536434173584
20,831,4,0.8868517875671387
20,831,5,0.8720648288726807
20,831,6,0.8575518131256104
20,831,7,0.8518846035003662
20,831,8,0.8496361970901489
20,831,9,0.8474005460739136
20,831,10,0.8424785137176514
20,831,11,0.8355653285980225
20,831,12,0.834331214427948
20,831,13,0.8334032893180847
20,831,14,0.8294225931167603
20,831,15,0.8130649924278259
20,831,16,0.8118542432785034
20,831,17,0.8117762207984924
20,831,18,0.8116966485977173
20,831,19,0.8116155862808228
20,831,20,0.8115322589874268
20,831,21,0.811445951461792
20,831,22,0.8113679885864258
20,831,23,0.8112764358520508
20,831,24,0.8111939430236816
20,831,25,0.8111158609390259
20,831,26,0.8110399842262268
20,831,27,0.8109686374664307
20,831,28,0.8109059929847717
20,831,29,0.8108475208282471
20,831,30,0.8107904195785522
21,876,0,0.8920443058013916
21,876,1,0.8782570362091064
21,876,2,0.9149457216262817
21,876,3,0.9074541330337524
21,876,4,0.9009519815444946
21,876,5,0.8627790808677673
21,876,6,0.8603683114051819
21,876,7,0.8344169855117798
21,876,8,0.8337641954421997
21,876,9,0.8330426216125488
21,876,10,0.8322699069976807
21,876,11,0.8289197683334351
21,876,12,0.8284602165222168
21,876,13,0.8205941915512085
21,876,14,0.8208668828010559
21,876,15,0.8210313320159912
21,876,16,0.8211184740066528
21,876,17,0.8210848569869995
21,876,18,0.8209295272827148
21,876,19,0.8175524473190308
21,876,20,0.8179035782814026
21,876,21,0.8179442882537842
21,876,22,0.8179762363433838
21,876,23,0.8179807662963867
21,876,24,0.8176535367965698
21,876,25,0.8177422285079956
21,876,26,0.8178154230117798
21,876,27,0.8178566694259644
21,876,28,0.8178815245628357
21,876,29,0.8179004192352295
21,876,30,0.8179138898849487
22,905,0,0.9035537242889404
22,905,1,0.895419716835022
22,905,2,0.9050878286361694
22,905,3,0.9054995775222778
22,905,4,0.9002336263656616
22,905,5,0.8948870897293091
22,905,6,0.8811808824539185
22,905,7,0.8378787040710449
22,905,8,0.8363258838653564
22,905,9,0.8355038166046143
22,905,10,0.8320567607879639
22,905,11,0.8311157822608948
22,905,12,0.8304340839385986
22,905,13,0.8203163743019104
22,905,14,0.8201541900634766
22,905,15,0.8199175596237183
22,905,16,0.8196872472763062
22,905,17,0.819481611251831
22,905,18,0.8192535638809204
22,905,19,0.819033682346344
22,905,20,0.8188408613204956
22,905,21,0.8186166286468506
22,905,22,0.8167047500610352
22,905,23,0.8165676593780518
22,905,24,0.8164574503898621
22,905,25,0.816348135471344
22,905,26,0.816238284111023
22,905,27,0.8161197900772095
22,905,28,0.8160035610198975
22,905,29,0.8158929944038391
22,905,30,0.8157795667648315
23,935,0,0.9147050976753235
23,935,1,0.9063869714736938
23,935,2,0.9075357913970947
23,935,3,0.8940882086753845
23,935,4,0.8807439804077148
23,935,5,0.8696034550666809
23,935,6,0.808096170425415
23,935,7,0.8003292083740234
23,935,8,0.7968984842300415
23,935,9,0.7944109439849854
23,935,10,0.7873926162719727
23,935,11,0.7849185466766357
23,935,12,0.783907413482666
23,935,13,0.7760831117630005
23,935,14,0.7751913070678711
23,935,15,0.7746067047119141
23,935,16,0.7741173505783081
23,935,17,0.7736474275588989
23,935,18,0.7732301354408264
23,935,19,0.7728646397590637
23,935,20,0.7711361646652222
23,935,21,0.7668852210044861
23,935,22,0.766657829284668
23,935,23,0.766474723815918
23,935,24,0.7663151025772095
23,935,25,0.7631211280822754
23,935,26,0.7630563974380493
23,935,27,0.7630038261413574
23,935,28,0.7629706263542175
23,935,29,0.7629294395446777
23,935,30,0.7628834247589111
24,976,0,0.953536868095398
24,976,1,0.9305106401443481
24,976,2,0.9354783296585083
24,976,3,0.8615801334381104
24,976,4,0.8520732522010803
24,976,5,0.8451637625694275
24,976,6,0.7845585346221924
24,976,7,0.7741562128067017
24,976,8,0.7724575996398926
24,976,9,0.7717914581298828
24,976,10,0.7712261080741882
24,976,11,0.7671175003051758
24,976,12,0.7667335271835327
24,976,13,0.7664292454719543
24,976,14,0.766274094581604
24,976,15,0.7660828232765198
24,976,16,0.7659273147583008
24,976,17,0.7657707929611206
24,976,18,0.764122486114502
24,976,19,0.7628931999206543
24,976,20,0.7618179321289062
24,976,21,0.7619649171829224
24,976,22,0.7621070146560669
24,976,23,0.7621654272079468
24,976,24,0.7621976733207703
24,976,25,0.7622157335281372
24,976,26,0.7622188329696655
24,976,27,0.7622131109237671
24,976,28,0.7622013688087463
24,976,29,0.7621864080429077
24,976,30,0.7621701955795288
